"1
Undergraduate Programmes",,,,,,,,,
BSc International Social and Public Policy with Politics,,"£26,184",,,,,,,
"BSc Language, Culture and Society",,"£26,184",,,,,,,
LLB in Laws,,"£28,176",,,,,,,
BSc Management,,"£27,192",,,,,,,
BSc Mathematics with Data Science,,"£27,192",,,,,,,
BSc Mathematics and Economics,,"£27,192",,,,,,,
BSc Mathematics with Economics,,"£27,192",,,,,,,
"BSc Mathematics, Statistics and Business",,"£27,192",,,,,,,
BSc Philosophy and Economics,,"£27,192",,,,,,,
"BSc Philosophy, Logic and Scientific Method",,"£27,192",,,,,,,
"BSc Philosophy, Politics and Economics",,"£28,176",,,,,,,
BSc Politics,,"£27,192",,,,,,,
BSc Politics and Data Science,,"£26,184",,,,,,,
BSc Politics and Economics,,"£27,192",,,,,,,
BSc Politics and International Relations,,"£27,192",,,,,,,
BSc Politics and Philosophy,,"£27,192",,,,,,,
BSc Psychological and Behavioural Science,,"£26,184",,,,,,,
BA/BSc Social Anthropology,,"£26,184",,,,,,,
BSc Sociology,,"£26,184",,,,,,,
A,Full time,,,,,,,,
,Home,Overseas,,,,,,,
Diploma in Accounting and Finance,"£31,440","£31,440",,,,,,,
MSc in Accounting and Finance,"£35,472","£36,168",,,,,,,
"MSc in Accounting, Organisations and Institutions","£35,472","£36,168",,,,,,,
MSc in Anthropology and Development,"£17,424","£27,480",,,,,,,
MSc in Applicable Mathematics,"£17,424","£27,480",,,,,,,
MSc in Applied Social Data Science,"£35,472","£36,168",,,,,,,
B,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Behavioural Science,"£27,480","£27,480",,,,,,,
C,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in China in Comparative Perspective,"£17,424","£27,480",,,,,,,
MSc in City Design and Social Science,"£19,848","£30,960",,,,,,,
MSc in Criminal Justice Policy 4,"£17,624","£27,680",,,,,,,
MSc in Culture and Conflict in a Global Europe,"£27,480","£27,480",,,,,,,
MSc in Culture and Society,"£17,424","£27,480",,,,,,,
D,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Data Science,"£35,472","£36,168",,,,,,,
MSc in Development Management,"£17,424","£27,480",,,,,,,
MSc in Development Studies (All streams),"£17,424","£27,480",,,,,,,
E,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Econometrics and Mathematical Economics,"£35,472","£36,168",,,,,,,
MSc in Economic Policy for International Development,"£17,424","£27,480",,,,,,,
MSc in Economic History (All streams),"£17,424","£27,480",,,,,,,
MSc in Economics,"£36,480","£36,480",,,,,,,
MSc in Economics and Management,"£35,472","£36,168",,,,,,,
MSc in Economy and Society,"£17,424","£27,480",,,,,,,
"MSc in Empires, Colonialism and Globalisation","£17,424","£27,480",,,,,,,
MSc in Environment and Development,"£19,848","£31,440",,,,,,,
MSc in Environmental Economics and Climate Change,"£22,176","£33,792",,,,,,,
MSc in Environmental Policy and Regulation,"£19,848","£31,440",,,,,,,
MSc in European and International Politics and Policy,"£27,480","£27,480",,,,,,,
F,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Finance (Full Time),"£44,928","£44,928",,,,,,,
MSc in Finance and Economics,"£35,472","£36,168",,,,,,,
MSc in Finance and Private Equity,"£44,928","£44,928",,,,,,,
MSc in Financial History,"£27,480","£29,472",,,,,,,
MSc in Financial Mathematics,"£35,472","£36,168",,,,,,,
G,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Gender (All streams),"£17,424","£27,480",,,,,,,
"MSc in Gender, Development and Globalisation","£17,424","£27,480",,,,,,,
"MSc in Gender, Media and Culture","£17,424","£27,480",,,,,,,
"MSc in Gender, Peace and Security","£17,424","£27,480",,,,,,,
"MSc in Gender, Policy and Inequalities","£17,424","£27,480",,,,,,,
MSc in Geographic Data Science,"£27,480","£27,480",,,,,,,
MSc in Global Health Policy,"£21,848","£31,472",,,,,,,
H,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Health and International Development,"£17,424","£27,480",,,,,,,
MSc in Health Data Science,"£27,480","£27,480",,,,,,,
"MSc in Health Policy, Planning and Financing","See How to Apply on the London School of Hygiene & Tropical
Medicine website",,,,,,,,
MSc in History of International Relations,"£17,424","£27,480",,,,,,,
MSc in Human Geography and Urban Studies (Research),"£17,424","£27,480",,,,,,,
"MSc in Human Resources and Organisations (Human Resource
Management/CIPD)","£30,480","£30,480",,,,,,,
"MSc in Human Resources and Organisations (International
Employment Relations/CIPD)","£30,480","£30,480",,,,,,,
"MSc in Human Resources and Organisations (Organisational
Behaviour stream)","£29,472","£29,472",,,,,,,
MSc in Human Rights,"£22,176","£31,440",,,,,,,
MSc in Human Rights and Politics,"£22,176","£31,440",,,,,,,
I,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Inequalities and Social Science,"£17,424","£27,480",,,,,,,
MSc in International and Asian History,"£17,424","£27,480",,,,,,,
MSc in International Development and Humanitarian Emergencies,"£17,424","£27,480",,,,,,,
MSc in International Health Policy,"£21,848","£31,472",,,,,,,
MSc in International Migration and Public Policy,"£27,480","£27,480",,,,,,,
MSc in International Political Economy (Both streams),"£29,472","£29,472",,,,,,,
MSc in International Relations (Both streams),"£29,472","£29,472",,,,,,,
MSc in International Social and Public Policy (All streams) 4,"£17,624","£27,680",,,,,,,
L,Full time,,,,,,,,
,Home,Overseas,,,,,,,
LLM,"£22,176","£36,168",,,,,,,
MSc in Local Economic Development,"£17,424","£27,480",,,,,,,
M,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Management (12-Month Programme) 5,"£38,472","£38,472",,,,,,,
MSc in Management and Strategy,"£35,472","£36,168",,,,,,,
MSc in Management of Information Systems and Digital Innovation,"£35,472","£36,168",,,,,,,
MSc in Marketing,"£35,472","£36,168",,,,,,,
MSc in Media and Communications (All streams),"£27,480","£27,480",,,,,,,
"MSc in Media, Communication and Development","£27,480","£27,480",,,,,,,
MA in Modern History,"£17,424","£27,480",,,,,,,
O,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Operations Research and Analytics,"£29,472","£29,472",,,,,,,
MSc in Organisational and Social Psychology,"£27,480","£27,480",,,,,,,
P,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Philosophy and Public Policy,"£27,480","£27,480",,,,,,,
MSc in Philosophy of Economics and the Social Sciences,"£17,424","£27,480",,,,,,,
MSc in Philosophy of Science,"£17,424","£27,480",,,,,,,
MSc in Political Economy of Europe,"£27,480","£27,480",,,,,,,
MSc in Political Economy of Late Development,"£17,424","£27,480",,,,,,,
MSc in Political Science (All streams),"£27,480","£27,480",,,,,,,
MSc in Political Sociology,"£17,424","£27,480",,,,,,,
MSc in Political Theory,"£27,480","£27,480",,,,,,,
MSc in Politics and Communication,"£27,480","£27,480",,,,,,,
MSc in Psychology of Economic Life,"£19,848","£27,480",,,,,,,
Master of Public Administration (MPA) Programmes,See MPA section below,,,,,,,,
Master of Public Policy (MPP),"£41,040","£41,040",,,,,,,
MSc in Public Policy and Administration (Both streams),"£31,440","£31,440",,,,,,,
Q,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Quantitative Methods for Risk Management,"£35,472","£37,992",,,,,,,
R,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Real Estate Economics and Finance,"£31,440","£33,792",,,,,,,
MSc in Regional and Urban Planning Studies,"£17,424","£27,480",,,,,,,
MSc in Regulation,"£27,480","£27,480",,,,,,,
MSc in Risk and Finance,"£41,760","£41,760",,,,,,,
S,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Social and Cultural Psychology,"£17,424","£27,480",,,,,,,
MSc in Social and Public Communication,"£17,424","£27,480",,,,,,,
MSc in Social Anthropology (All streams),"£17,424","£27,480",,,,,,,
MSc in Social Innovation and Entrepreneurship 6,"£34,980","£35,628",,,,,,,
MSc in Social Research Methods,"£17,424","£27,480",,,,,,,
MSc in Sociology,"£17,424","£27,480",,,,,,,
MSc in Statistics (All streams except Financial Statistics streams),"£17,424","£27,480",,,,,,,
MSc in Statistics (Financial Statistics - both streams),"£35,472","£37,992",,,,,,,
MSc in Strategic Communications and Society,"£27,480","£27,480",,,,,,,
,,,,,,,,,
T,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Theory and History of International Relations,"£17,424","£27,480",,,,,,,
,,,,,,,,,
U,Full time,,,,,,,,
,Home,Overseas,,,,,,,
MSc in Urbanisation and Development,"£17,424","£27,480",,,,,,,
"X0A0T
Double and Two-Year Masters Programmes",,,,,,,,,
Double Masters Programmes For Starters in 2024/25,,,,,,,,,
,2024/25,,,,,,,,
"Year 1 at LSE (2024/25), Year 2 at Partner Institution (2025/26)",,,,,,,,,
,Home,Overseas,,,,,,,
"MSc in Global Media and Communications (with USC, Fudan or UCT)","£27,480","£27,480",,,,,,,
"LSE-Fudan Double Masters in the Global Political Economy of China
and Europe","£27,480","£27,480",,,,,,,
LSE-Fudan Double Masters in International Social and Public Policy 8,"£17,624","£27,680",,,,,,,
"Year 1 at Partner Institution (2024/25), Year 2 at LSE (2025/26)",,,,,,,,,
,Home,Overseas,,,,,,,
,,,,,,,,,
"Sciences Po-LSE Double Degree in Affaires Internationales and
International Relations / International Political Economy:
MSc in International Political Economy or
MSc in International Relations",Partner Fee,,,,,,,,
LSE-NUS Double MSc in Asian and International History,Partner Fee,,,,,,,,
"LSE-PKU Double MSc in Environmental Policy, Technology and Health:
MSc in Environment & Development
MSc in Environmental Economics & Climate Change
MSc in Environmental Policy & Regulation",Partner Fee,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"LSE-Bocconi Double Masters in European and International Public
Policy and Politics (MSc in European and International Politics and
Policy)",Partner Fee,,,,,,,,
"LSE-Columbia Double Degree in European Politics, Culture and
Conflict (MSc in Culture and Conflict in a Global Europe)",Partner Fee,,,,,,,,
LSE-Leipzig Double Degree in Global Studies and Economic History,Partner Fee,,,,,,,,
"LSE-Sciences Po Double Masters in European Studies:
MSc in European and International Politics and Policy or
MSc in Culture and Conflict in a Global Europe or
MSc in International Migration and Public Policy or
MSc in Political Economy of Europe",Partner Fee,,,,,,,,
LSE-PKU Double MSc in International Affairs,Partner Fee,,,,,,,,
LSE-Columbia Double MSc in International and World History,Partner Fee,,,,,,,,
"LSE-Sciences Po Double Degree in the Political Economy of
Development (MSc in Development Management)",Partner Fee,,,,,,,,
"LSE-Sciences Po Double MSc in Urban Policy:
MSc in Local Economic Development or
MSc in Regional and Urban Planning Studies or
MSc Urbanisation and Development",Partner Fee,,,,,,,,
Two-Year Masters Programmes For Starters in 2024/25,,,,,,,,,
,2024/25,,,,,,,,
,,,,,,,,,
,Home,Overseas,,,,,,,
Global MSc in Management,"£36,472","£37,168",,,,,,,
MSc in Economics,"£27,480","£27,480",,,,,,,
Master of Public Administration (MPA) Programmes,,,,,,,,,
,2024/25,,,,,,,,
,Home,Overseas,,,,,,,
MPA in Data Science for Public Policy,"£30,792",,,,,,,,
Year 1 and Year 2 at LSE (2024/25 and 2025/26),,,,,,,,,
"Year 1 at LSE (2024/25), Year 2 (2025/26) at Partner Institution -
LSE-University of Toronto, LSE-Columbia University Double Degrees
and Global Public Policy Network Dual Degrees","£30,792",,,,,,,,
"Year 1 at Partner Institution (2024/25), Year 2 at LSE (2025/26)
(Provisional Fee) -
LSE-Sciences Po Double Degree",Partner Fee,,,,,,,,
"9
Executive Masters",,,,,,,,,
,2024/25,,,,,,,,
,Home,Overseas,,,,,,,
Executive MSc in Behavioural Science,"£39,856","£39,856",,,,,,,
Executive Master's in Cities,"£40,617","£40,617",,,,,,,
"Executive MSc in Healthcare Decision-Making in collaboration with
NICE","£15,793","£15,793",,,,,,,
MSc in Finance (Part Time),"£22,464","£22,464",,,,,,,
Executive Global MSc Management 10,"£71,086","£71,086",,,,,,,
"Executive MSc in Health Economics, Outcomes and Management in
Clinical Sciences","£15,020","£15,020",,,,,,,
"Executive MSc in Health Economics, Policy and Management","£14,286","£14,286",,,,,,,
Executive MSc in International Strategy and Diplomacy,"£32,846","£32,846",,,,,,,
Executive Master of Laws 11,"£4,000 per module",,,,,,,,
Executive MPA,"£19,410","£19,410",,,,,,,
Executive MSc in Social Business and Entrepreneurship,"£35,317","£35,317",,,,,,,
MPhil/ MRes/ PhD Programmes,,,,,,,,,
,Full time,,,,,,,,
,Home 12,Overseas,,,,,,,
"MPhil/PhD - This fee structure applies to students starting from
2013/14 onwards",,,,,,,,,
MPhil/ PhD (first year),"£4,786","£22,632",,,,,,,
MPhil/ PhD (second year),"£4,786","£22,632",,,,,,,
MPhil/ PhD (third year),"£4,786","£22,632",,,,,,,
MPhil/ PhD (fourth year),£0,£0,,,,,,,
MPhil/PhD (exceptional registration beyond the fourth year),"£4,786","£22,632",,,,,,,
"MRes/PhD (1 + 4) structure - this fee structure applies to students
starting from 2015/16 onwards",,,,,,,,,
MRes (first year),"£4,786","£22,632",,,,,,,
PhD (first year),"£4,786","£22,632",,,,,,,
PhD (second year),"£4,786","£22,632",,,,,,,
PhD (third year),"£4,786","£22,632",,,,,,,
PhD (fourth year),£0,£0,,,,,,,
PhD (exceptional registration beyond the fourth year),"£4,786","£22,632",,,,,,,
"MRes/PhD (2 + 3) structure - this fee structure applies to students
starting from 2020/21 onwards",,,,,,,,,
MRes (first year),"£4,786","£22,632",,,,,,,
MRes (second year),"£4,786","£22,632",,,,,,,
PhD (first year),"£4,786","£22,632",,,,,,,
PhD (second year),"£4,786","£22,632",,,,,,,
PhD (third year),£0,£0,,,,,,,
PhD (exceptional registration beyond the third year),"£4,786","£22,632",,,,,,,
"MRes/PhD (2 + 4) structure - this structure applies to student
starting from 2015/16 onwards",,,,,,,,,
MRes (first year),"£4,786","£22,632",,,,,,,
MRes (second year),"£4,786","£22,632",,,,,,,
PhD (first year),"£4,786","£22,632",,,,,,,
PhD (second year),"£4,786","£22,632",,,,,,,
PhD (third year),"£4,786","£22,632",,,,,,,
PhD (fourth year),£0,£0,,,,,,,
,Per Week,,,,,,,,
,Home,Overseas,,,,,,,
Visiting research students 13,£97,£97,,,,,,,
,Home/EU,Overseas,,,,,,,
MPhil/PhD – Year 1,£ Full research fee payable,£ Full research fee payable,,,,,,,
MPhil/PhD – Year 2,£ Full research fee payable,£ Full research fee payable,,,,,,,
MPhil/PhD – Year 3,£ Full research fee payable,£ Full research fee payable,,,,,,,
MPhil/PhD – Year 4,£0 fee,£0 fee,,,,,,,
Registration beyond Year 4,£ Full research fee payable,£ Full research fee payable,,,,,,,
,Home/EU,Overseas,,,,,,,
MRes – Year 1,£ Full research fee payable,£ Full research fee payable,,,,,,,
PhD – Year 1,£ Full research fee payable,£ Full research fee payable,,,,,,,
PhD – Year 2,£ Full research fee payable,£ Full research fee payable,,,,,,,
PhD – Year 3,£ Full research fee payable,£ Full research fee payable,,,,,,,
PhD – Year 4,£0 fee,£0 fee,,,,,,,
"Registration beyond Year 4 of
the PhD",£ Full research fee payable,£ Full research fee payable,,,,,,,
,Home/EU,Overseas,,,,,,,
MRes (first year),£ Full research fee payable,£ Full research fee payable,,,,,,,
MRes (second year),£ Full research fee payable,£ Full research fee payable,,,,,,,
PhD (first year),£ Full research fee payable,£ Full research fee payable,,,,,,,
PhD (second year),£ Full research fee payable,£ Full research fee payable,,,,,,,
PhD (third year),£0 fee,£0 fee,,,,,,,
"Registration beyond Year 3 of
the PhD",£ Full research fee payable,£ Full research fee payable,,,,,,,
,Home/EU,Overseas,,,,,,,
MRes – Year 1,£ Full research fee payable,£ Full research fee payable,,,,,,,
MRes – Year 2,£ Full research fee payable,£ Full research fee payable,,,,,,,
PhD – Year 1,£ Full research fee payable,£ Full research fee payable,,,,,,,
PhD – Year 2,£ Full research fee payable,£ Full research fee payable,,,,,,,
PhD – Year 3,£ Full research fee payable,£ Full research fee payable,,,,,,,
PhD – Year 4,£0 fee,£0 fee,,,,,,,
"Registration beyond Year 4 of
the PhD",£ Full research fee payable,£ Full research fee payable,,,,,,,
