Unnamed: 0,Nationality,Department,Program,2019,2019.1,2019.2,2020,2020.1,2020.2,2021,2021.1,2021.2,2022,2022.1,2022.2,Unnamed: 15,Unnamed: 16,Unnamed: 17
2436,Irish,International UG Degree History PG Taught,PG Taught,6,*,*,*,*,0,*,*,*,9,*,*,*,*,*
2437,Irish,International UG Degree Relations PG Taught,UG Degree,*,*,0,*,0,0,*,0,0,5,*,*,*,0,0
2438,Irish,International UG Degree Relations PG Taught,PG Taught,10,*,*,10,5,*,10,*,0,7,*,0,8,*,*
2439,Irish,Language C.. UG Degree,UG Degree,*,*,0,*,*,0,*,*,0,*,0,0,*,0,0
2440,Irish,Law School UG Degree PG Taught,UG Degree,20,*,0,23,6,*,25,5,*,30,6,*,21,*,*
2441,Irish,Law School UG Degree PG Taught,PG Taught,24,12,5,25,17,6,31,26,11,15,6,*,17,13,6
2442,Irish,Management UG Degree PG Taught,UG Degree,5,*,0,6,*,0,9,0,0,7,*,*,5,0,0
2443,Irish,Management UG Degree PG Taught,PG Taught,11,*,*,19,7,*,8,6,*,13,5,*,9,*,*
2444,Irish,Mathematics UG Degree PG Taught,UG Degree,*,*,0,10,*,*,12,*,*,11,*,0,10,0,0
2445,Irish,Mathematics UG Degree PG Taught,PG Taught,6,*,0,*,0,0,*,*,0,*,*,*,*,0,0
2446,Irish,Media and C.. PG Taught,PG Taught,7,*,*,8,6,*,*,*,*,*,*,0,*,*,*
2447,Irish,Methodology PG Taught,PG Taught,*,0,0,*,*,*,*,*,*,0,0,0,*,*,*
2448,Irish,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,12,*,0,14,*,*,13,*,0,15,*,*,13,*,*
2449,Irish,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,*,*,*,6,*,0,*,*,0,6,*,*,8,*,*
2450,Irish,Psychological UG Degree and Behavio.. PG Taught,UG Degree,*,*,0,*,0,0,*,0,0,6,*,0,*,*,0
2451,Irish,Psychological UG Degree and Behavio.. PG Taught,PG Taught,5,*,*,12,*,*,9,*,*,11,*,*,9,6,*
2452,Irish,School of Pu.. PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,*,*,*,*,*
2453,Irish,Social Policy UG Degree PG Taught,UG Degree,*,0,0,*,0,0,5,0,0,*,0,0,*,0,0
2454,Irish,Social Policy UG Degree PG Taught,PG Taught,7,*,*,5,*,*,7,*,*,8,6,*,*,*,*
2455,Irish,Sociology UG Degree PG Taught,UG Degree,*,*,*,*,*,0,*,*,*,*,*,0,*,0,0
2456,Irish,Sociology UG Degree PG Taught,PG Taught,7,*,*,9,*,*,9,5,*,*,*,*,12,7,*
2457,Irish,Statistics UG Degree PG Taught,UG Degree,9,*,*,11,*,0,7,*,*,16,5,*,16,*,*
2458,Irish,Statistics UG Degree PG Taught,PG Taught,*,*,0,8,*,*,*,*,0,6,*,0,*,*,*
2459,Isle of Man,Economics UG Degree,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
2460,Isle of Man,Government UG Degree Government PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
2461,Isle of Man,Government UG Degree Government PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,*,*,0
2462,Isle of Man,International.. UG Degree International.. PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
2463,Isle of Man,International.. UG Degree International.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
2464,Isle of Man,Law School UG Degree,UG Degree,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
2465,Isle of Man,Psychologic.. UG Degree Social Policy PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
2466,Isle of Man,Psychologic.. UG Degree Social Policy PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
2467,Israeli,Accounting UG Degree PG Taught,UG Degree,0,0,0,*,0,0,*,0,0,*,0,0,*,0,0
2468,Israeli,Accounting UG Degree PG Taught,PG Taught,0,0,0,*,*,0,*,0,0,*,0,0,*,*,0
2469,Israeli,Anthropology UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,*,0,0
2470,Israeli,Anthropology UG Degree PG Taught,PG Taught,*,*,0,*,*,0,*,*,0,0,0,0,*,*,0
2471,Israeli,Economic UG Degree History PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
2472,Israeli,Economic UG Degree History PG Taught,PG Taught,*,0,0,*,0,0,*,0,0,0,0,0,0,0,0
2473,Israeli,Economics UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
2474,Israeli,Economics UG Degree PG Taught,PG Taught,*,0,0,*,*,0,0,0,0,*,*,0,*,*,0
2475,Israeli,European In.. PG Taught,PG Taught,*,0,0,*,*,*,0,0,0,*,*,*,*,0,0
2476,Israeli,Finance UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,*,*,*
2477,Israeli,Finance UG Degree PG Taught,PG Taught,*,0,0,*,*,*,0,0,0,5,*,0,6,0,0
2478,Israeli,Gender Stud.. PG Taught,PG Taught,*,0,0,0,0,0,*,*,0,0,0,0,*,*,0
2479,Israeli,Geography UG Degree and Environ.. PG Taught,UG Degree,*,*,0,*,0,0,*,0,0,*,0,0,*,0,0
2480,Israeli,Geography UG Degree and Environ.. PG Taught,PG Taught,*,*,*,*,0,0,8,*,0,6,*,0,11,5,*
2481,Israeli,Government UG Degree PG Taught,UG Degree,*,0,0,*,*,0,*,0,0,5,0,0,*,0,0
2482,Israeli,Government UG Degree PG Taught,PG Taught,5,0,0,*,*,0,6,*,*,*,*,0,*,0,0
2483,Israeli,Health Policy PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0
2484,Israeli,International.. PG Taught,PG Taught,*,*,*,*,0,0,*,*,*,*,*,0,*,0,0
2485,Israeli,International UG Degree History PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
2486,Israeli,International UG Degree History PG Taught,PG Taught,*,*,*,*,*,0,0,0,0,*,0,0,*,*,0
2487,Israeli,International UG Degree Relations PG Taught,UG Degree,0,0,0,*,0,0,*,0,0,*,0,0,0,0,0
2488,Israeli,International UG Degree Relations PG Taught,PG Taught,*,*,*,*,*,*,*,0,0,0,0,0,*,0,0
2489,Israeli,Language C.. UG Degree,UG Degree,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
2490,Israeli,Law School UG Degree PG Taught,UG Degree,7,*,0,0,0,0,*,0,0,*,0,0,*,0,0
2491,Israeli,Law School UG Degree PG Taught,PG Taught,5,*,0,5,*,0,9,6,*,*,*,*,6,*,0
2492,Israeli,Management UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,5,0,0,5,0,0
2493,Israeli,Management UG Degree PG Taught,PG Taught,*,*,0,6,*,0,*,*,0,*,*,0,8,5,5
2494,Israeli,Mathematics UG Degree PG Taught,UG Degree,*,0,0,*,0,0,0,0,0,0,0,0,*,0,0
2495,Israeli,Mathematics UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
2496,Israeli,Media and C.. PG Taught,PG Taught,*,0,0,*,0,0,*,*,0,0,0,0,*,0,0
2497,Israeli,Methodology PG Taught,PG Taught,*,*,*,0,0,0,0,0,*,*,*,0,0,0,0
2498,Israeli,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
2499,Israeli,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,*,*,*,0,0,0,0,0,0,*,*,0,*,0,0
2500,Israeli,Psychological UG Degree and Behavio.. PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,*,0,0,*,*,0
2501,Israeli,Psychological UG Degree and Behavio.. PG Taught,PG Taught,5,*,0,*,*,*,7,*,*,5,*,*,*,*,*
2502,Israeli,School of Pu.. PG Taught,PG Taught,5,*,0,0,0,0,0,0,0,11,*,0,*,*,0
2503,Israeli,Social Policy UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
2504,Israeli,Social Policy UG Degree PG Taught,PG Taught,*,*,*,0,0,0,*,*,0,0,0,0,*,*,*
2505,Israeli,Sociology PG Taught,PG Taught,6,*,*,6,*,*,*,*,*,5,*,*,8,*,*
2506,Israeli,Statistics UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,*,*,0,5,*,0
2507,Israeli,Statistics UG Degree PG Taught,PG Taught,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
2508,Italian,Accounting UG Degree PG Taught,UG Degree,30,*,*,34,*,*,25,*,0,21,*,*,28,*,0
2509,Italian,Accounting UG Degree PG Taught,PG Taught,36,17,12,29,14,8,31,18,10,22,8,*,27,9,*
2510,Italian,Anthropology UG Degree PG Taught,UG Degree,12,*,*,11,*,0,13,*,*,7,*,0,10,*,*
2511,Italian,Anthropology UG Degree PG Taught,PG Taught,9,5,*,9,*,*,6,*,*,5,*,*,0,0,0
2512,Italian,Economic UG Degree History PG Taught,UG Degree,12,*,*,19,*,*,25,*,*,22,*,*,19,*,*
2513,Italian,Economic UG Degree History PG Taught,PG Taught,11,6,*,13,6,*,10,*,*,15,6,5,8,*,*
2514,Italian,Economics UG Degree PG Taught,UG Degree,84,6,*,59,0,0,58,0,0,68,5,*,51,*,0
2515,Italian,Economics UG Degree PG Taught,PG Taught,61,19,5,58,17,7,45,14,5,46,21,11,35,12,5
2516,Italian,European In.. PG Taught,PG Taught,95,53,41,63,46,51,48,23,29,56,33,32,74,46,37
2517,Italian,Finance UG Degree PG Taught,UG Degree,18,*,*,18,*,*,28,*,*,35,*,*,28,*,*
2518,Italian,Finance UG Degree PG Taught,PG Taught,122,27,15,127,33,22,130,36,19,112,26,13,124,35,23
2519,Italian,Gender Stud.. PG Taught,PG Taught,20,8,6,15,*,*,12,*,*,13,7,*,10,5,*
2520,Italian,Geography UG Degree and Environ.. PG Taught,UG Degree,10,*,*,9,*,0,17,*,*,16,*,0,10,*,*
2521,Italian,Geography UG Degree and Environ.. PG Taught,PG Taught,71,20,12,51,17,9,44,10,7,36,9,*,57,19,11
2522,Italian,Government UG Degree PG Taught,UG Degree,79,7,5,67,5,*,84,6,*,62,6,*,66,6,*
2523,Italian,Government UG Degree PG Taught,PG Taught,63,21,13,53,24,14,40,16,10,36,19,9,31,13,6
2524,Italian,Health Policy PG Taught,PG Taught,13,7,5,11,6,*,13,7,6,*,*,*,5,*,*
2525,Italian,International.. PG Taught,PG Taught,39,14,8,70,31,20,43,16,14,40,21,19,41,16,14
2526,Italian,International UG Degree History PG Taught,UG Degree,25,6,*,14,*,*,17,*,0,18,5,*,23,*,*
2527,Italian,International UG Degree History PG Taught,PG Taught,11,8,6,17,8,7,15,8,*,11,5,5,10,5,6
2528,Italian,International UG Degree Relations PG Taught,UG Degree,43,*,*,43,*,*,19,*,*,25,*,*,26,9,*
2529,Italian,International UG Degree Relations PG Taught,PG Taught,57,14,11,61,22,17,50,13,11,48,17,14,35,8,5
2530,Italian,Language C.. UG Degree,UG Degree,19,*,*,16,7,*,17,*,0,14,7,*,6,*,0
2531,Italian,Law School UG Degree PG Taught,UG Degree,45,8,5,53,6,*,38,*,*,34,*,*,24,*,*
2532,Italian,Law School UG Degree PG Taught,PG Taught,43,15,5,35,17,11,29,14,6,21,11,*,15,11,6
2533,Italian,Management UG Degree PG Taught,UG Degree,87,11,*,75,*,*,85,6,*,67,11,5,55,9,*
2534,Italian,Management UG Degree PG Taught,PG Taught,122,38,25,151,43,24,122,26,10,129,41,19,117,35,19
2535,Italian,Mathematics UG Degree PG Taught,UG Degree,23,*,*,12,*,*,17,*,0,20,0,0,18,*,0
2536,Italian,Mathematics UG Degree PG Taught,PG Taught,25,8,*,25,*,0,12,*,*,11,*,*,21,7,*
2537,Italian,Media and C.. PG Taught,PG Taught,34,18,11,48,22,12,31,10,*,36,13,9,24,10,5
2538,Italian,Methodology PG Taught,PG Taught,8,*,*,13,*,*,8,*,*,8,*,*,11,*,*
2539,Italian,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,71,0,0,63,6,*,52,*,*,43,*,*,35,*,*
2540,Italian,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,19,7,*,16,9,5,18,10,7,16,7,*,19,8,*
2541,Italian,Psychological UG Degree and Behavio.. PG Taught,UG Degree,11,*,0,8,*,*,10,*,*,14,0,0,14,*,*
2542,Italian,Psychological UG Degree and Behavio.. PG Taught,PG Taught,34,10,7,28,6,5,25,6,*,28,10,5,15,5,*
2543,Italian,School of Pu.. PG Taught,PG Taught,13,8,*,14,7,*,6,*,*,22,8,5,18,7,8
2544,Italian,Social Policy UG Degree PG Taught,UG Degree,18,*,0,16,*,*,13,*,0,18,*,0,10,0,0
2545,Italian,Social Policy UG Degree PG Taught,PG Taught,32,11,10,24,13,7,35,21,11,19,8,6,21,10,9
2546,Italian,Sociology UG Degree PG Taught,UG Degree,*,*,0,6,*,0,5,*,*,*,*,0,*,0,0
2547,Italian,Sociology UG Degree PG Taught,PG Taught,33,15,6,31,14,5,36,12,8,34,13,7,23,10,5
2548,Italian,Statistics UG Degree PG Taught,UG Degree,9,*,0,8,*,*,13,0,0,14,*,*,15,*,*
2549,Italian,Statistics UG Degree PG Taught,PG Taught,29,*,*,34,*,0,31,*,*,11,*,*,25,9,*
2550,Ivory Coast,Accounting PG Taught,PG Taught,0,0,0,*,0,0,*,*,0,0,0,0,0,0,0
2551,Ivory Coast,Economic UG Degree History PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
2552,Ivory Coast,Economic UG Degree History PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
2553,Ivory Coast,Economics UG Degree,UG Degree,*,0,0,0,0,0,0,0,0,*,0,0,*,0,0
2554,Ivory Coast,Finance UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
2555,Ivory Coast,Finance UG Degree PG Taught,PG Taught,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
2556,Ivory Coast,Government UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
2557,Ivory Coast,Government UG Degree PG Taught,PG Taught,*,0,0,*,*,0,*,0,0,*,*,*,0,0,0
2558,Ivory Coast,Health Policy PG Taught,PG Taught,*,0,0,*,*,0,0,0,0,0,0,0,0,0,0
2559,Ivory Coast,International.. PG Taught,PG Taught,*,0,0,0,0,0,*,*,*,*,*,*,*,0,0
2560,Ivory Coast,International.. PG Taught,PG Taught,*,*,0,*,*,0,0,0,0,0,0,0,0,0,0
2561,Ivory Coast,International UG Degree Relations PG Taught,UG Degree,*,0,0,*,0,0,0,0,0,0,0,0,*,0,0
2562,Ivory Coast,International UG Degree Relations PG Taught,PG Taught,*,0,0,*,0,0,0,0,0,0,0,0,*,0,0
2563,Ivory Coast,International UG Degree Relations PG Taught,,,,,,,,,,,,,,,,
2564,Ivory Coast,Law School UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
2565,Ivory Coast,Management UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
2566,Ivory Coast,Management UG Degree PG Taught,PG Taught,*,0,0,*,*,0,*,*,*,0,0,0,0,0,0
2567,Ivory Coast,Mathematics UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
2568,Ivory Coast,Mathematics UG Degree PG Taught,PG Taught,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
2569,Ivory Coast,Methodology PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
2570,Ivory Coast,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
2571,Ivory Coast,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
2572,Ivory Coast,Psychologic.. UG Degree School of Pu.. PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,Ivory Coast,Psychologic.. UG Degree School of Pu.. PG Taught,PG Taught,*,*,0,0,0,0,0,0,0,0,0,0,*,*,0
2574,Ivory Coast,Social Policy UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2575,Ivory Coast,Social Policy UG Degree PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,Ivory Coast,Statistics UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
2577,Ivory Coast,Statistics UG Degree PG Taught,PG Taught,*,0,0,*,0,0,*,0,0,0,0,0,0,0,0
2578,Jamaican,Accounting UG Degree,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
2579,Jamaican,Anthropology UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
2580,Jamaican,Anthropology UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2581,Jamaican,Economic Hi.. UG Degree,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
2582,Jamaican,Economics UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,0,0,0,0,0,0
2583,Jamaican,Economics UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
2584,Jamaican,Finance UG Degree,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
2585,Jamaican,Geography UG Degree and Environ.. PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
2586,Jamaican,Geography UG Degree and Environ.. PG Taught,PG Taught,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
2587,Jamaican,Government UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
2588,Jamaican,Government UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
2589,Jamaican,Health Policy PG Taught,PG Taught,*,*,*,*,*,0,*,*,0,0,0,0,0,0,0
2590,Jamaican,International.. PG Taught,PG Taught,*,*,0,*,0,0,0,0,0,*,*,*,*,0,0
2591,Jamaican,International UG Degree History PG Taught,UG Degree,*,*,0,0,0,0,*,0,0,0,0,0,*,*,0
2592,Jamaican,International UG Degree History PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
2593,Jamaican,International UG Degree Relations PG Taught,UG Degree,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,Jamaican,International UG Degree Relations PG Taught,PG Taught,*,*,*,*,0,0,*,*,0,*,*,*,0,0,0
2595,Jamaican,Law School UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,0,0,0,*,0,0
2596,Jamaican,Law School UG Degree PG Taught,PG Taught,8,*,*,13,8,*,5,*,*,*,*,0,*,*,0
2597,Jamaican,Management UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
2598,Jamaican,Management UG Degree PG Taught,PG Taught,*,*,0,*,*,0,0,0,0,*,*,*,0,0,0
2599,Jamaican,Mathematics UG Degree Media and C.. PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
2600,Jamaican,Mathematics UG Degree Media and C.. PG Taught,PG Taught,*,*,0,*,*,*,*,0,0,*,0,0,0,0,0
2601,Jamaican,Methodology PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,*,*,0
2602,Jamaican,Psychologic.. PG Taught,PG Taught,*,0,0,*,0,0,0,0,0,*,0,0,*,0,0
2603,Jamaican,School of Pu.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,*,*,0
2604,Jamaican,Social Policy UG Degree PG Taught,UG Degree,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
2605,Jamaican,Social Policy UG Degree PG Taught,PG Taught,*,*,*,0,0,0,*,*,0,0,0,0,*,*,0
2606,Jamaican,Sociology UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
2607,Jamaican,Sociology UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,*,*,0
2608,Jamaican,Statistics UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
2609,Jamaican,Statistics UG Degree PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
2610,Japanese,Accounting UG Degree PG Taught,UG Degree,*,*,0,*,0,0,*,0,0,*,0,0,6,0,0
2611,Japanese,Accounting UG Degree PG Taught,PG Taught,7,*,*,*,*,*,6,*,*,*,*,*,*,*,*
2612,Japanese,Anthropology UG Degree PG Taught,UG Degree,*,*,*,*,0,0,0,0,0,*,0,0,*,*,*
2613,Japanese,Anthropology UG Degree PG Taught,PG Taught,*,*,*,*,*,0,*,*,0,7,*,*,*,0,0
2614,Japanese,Economic UG Degree,UG Degree,*,0,0,*,*,*,*,0,0,*,0,0,0,0,0
2615,Japanese,Economic UG Degree History PG Taught,UG Degree,,,,,,,,,,,,,,,
2616,Japanese,Economic UG Degree History PG Taught,PG Taught,0,0,0,5,*,0,6,*,0,*,0,0,*,*,*
2617,Japanese,Economics UG Degree PG Taught,UG Degree,*,*,0,13,*,*,14,*,*,12,*,0,13,*,*
2618,Japanese,Economics UG Degree PG Taught,PG Taught,28,10,*,33,10,*,24,6,*,24,11,*,16,11,6
2619,Japanese,European In.. PG Taught,PG Taught,8,6,*,9,5,*,8,*,*,11,5,*,5,*,*
2620,Japanese,Finance UG Degree PG Taught,UG Degree,*,0,0,*,0,0,0,0,0,*,0,0,*,*,*
2621,Japanese,Finance UG Degree PG Taught,PG Taught,5,0,0,7,0,0,*,0,0,6,*,*,*,0,0
2622,Japanese,Gender Stud.. PG Taught,PG Taught,*,*,*,*,0,0,8,*,*,11,*,*,11,6,*
2623,Japanese,Geography UG Degree and Environ.. PG Taught,UG Degree,*,*,*,*,0,0,6,*,0,6,0,0,10,*,*
2624,Japanese,Geography UG Degree and Environ.. PG Taught,PG Taught,16,6,*,18,*,*,21,*,*,23,9,5,24,5,*
2625,Japanese,Government UG Degree PG Taught,UG Degree,*,0,0,7,*,*,10,*,*,7,*,0,12,*,*
2626,Japanese,Government UG Degree PG Taught,PG Taught,28,8,*,22,*,*,23,5,*,24,6,*,12,7,7
2627,Japanese,Health Policy PG Taught,PG Taught,8,5,*,*,*,*,6,5,*,*,*,*,6,6,*
2628,Japanese,International.. PG Taught,PG Taught,34,9,*,18,*,*,23,9,5,18,5,*,16,9,5
2629,Japanese,International UG Degree History PG Taught,UG Degree,*,*,0,*,*,0,*,0,0,*,0,0,*,*,0
2630,Japanese,International UG Degree History PG Taught,PG Taught,*,*,*,9,5,*,0,0,0,8,7,*,9,6,*
2631,Japanese,International UG Degree Relations PG Taught,UG Degree,11,*,0,*,*,0,8,*,0,*,*,*,5,*,0
2632,Japanese,International UG Degree Relations PG Taught,PG Taught,25,5,*,13,*,0,24,5,*,23,*,*,13,*,*
2633,Japanese,Language C.. UG Degree,UG Degree,*,*,*,*,0,0,*,0,0,0,0,0,*,0,0
2634,Japanese,Law School UG Degree PG Taught,UG Degree,*,*,0,8,*,*,*,*,*,9,*,*,*,0,0
2635,Japanese,Law School UG Degree PG Taught,PG Taught,27,8,*,25,6,0,19,5,*,26,8,*,19,5,*
2636,Japanese,Management UG Degree PG Taught,UG Degree,*,0,0,7,*,*,14,*,*,8,*,*,8,*,0
2637,Japanese,Management UG Degree PG Taught,PG Taught,24,8,5,18,6,*,22,9,7,33,10,6,23,8,7
2638,Japanese,Mathematics UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,11,*,*
2639,Japanese,Mathematics UG Degree PG Taught,PG Taught,*,*,*,*,0,0,*,0,0,*,*,*,0,0,0
2640,Japanese,Media and C.. PG Taught,PG Taught,6,*,*,12,6,*,6,*,*,*,*,*,12,8,*
2641,Japanese,Methodology PG Taught,PG Taught,*,0,0,6,*,*,7,*,0,6,*,*,10,*,*
2642,Japanese,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,0,0,0,8,*,0,*,0,0,*,*,0,5,*,0
2643,Japanese,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,*,0,0,*,0,0,*,*,0,*,0,0,*,*,0
2644,Japanese,Psychological UG Degree and Behavio.. PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,5,*,*
2645,Japanese,Psychological UG Degree and Behavio.. PG Taught,PG Taught,7,*,0,8,*,0,7,*,*,12,5,*,13,*,*
2646,Japanese,School of Pu.. PG Taught,PG Taught,20,10,0,30,20,5,28,20,8,33,24,7,43,22,8
2647,Japanese,Social Policy UG Degree PG Taught,UG Degree,*,*,0,7,0,0,*,0,0,8,*,0,6,*,*
2648,Japanese,Social Policy UG Degree PG Taught,PG Taught,13,*,0,13,7,*,9,*,*,17,7,*,10,5,*
2649,Japanese,Sociology UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,5,0,0
2650,Japanese,Sociology UG Degree PG Taught,PG Taught,*,*,*,17,8,*,10,*,*,14,7,5,11,5,0
2651,Japanese,Statistics UG Degree PG Taught,UG Degree,0,0,0,*,0,0,*,*,*,*,0,0,5,0,0
2652,Japanese,Statistics UG Degree PG Taught,PG Taught,21,*,*,5,*,*,8,0,0,7,0,0,10,*,*
2653,Jersey,Economics UG Degree Gender Stud.. PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,Jersey,Economics UG Degree Gender Stud.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2655,Jersey,Geography UG Degree and Environ.. PG Taught,UG Degree,0,0,0,*,*,0,*,0,0,0,0,0,0,0,0
2656,Jersey,Geography UG Degree and Environ.. PG Taught,PG Taught,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
2657,Jersey,International.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
2658,Jersey,International.. UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
2659,Jersey,International.. UG Degree,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
2660,Jersey,Law School UG Degree Management PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
2661,Jersey,Law School UG Degree Management PG Taught,PG Taught,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0
2662,Jersey,Media and C.. PG Taught,PG Taught,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
2663,Jersey,"Philosophy, .. UG Degree Psychologic.. PG Taught",UG Degree,0,0,0,*,0,0,0,0,0,*,*,0,0,0,0
2664,Jersey,"Philosophy, .. UG Degree Psychologic.. PG Taught",PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
2665,Jordan,Accounting UG Degree PG Taught,UG Degree,12,0,0,7,*,0,*,0,0,5,*,*,0,0,0
2666,Jordan,Accounting UG Degree PG Taught,PG Taught,0,0,0,*,0,0,*,*,*,*,0,0,*,0,0
2667,Jordan,Anthropology UG Degree PG Taught,UG Degree,0,0,0,*,*,0,*,0,0,0,0,0,0,0,0
2668,Jordan,Anthropology UG Degree PG Taught,PG Taught,0,0,0,*,*,0,*,*,*,0,0,0,*,0,0
2669,Jordan,Economic Hi.. UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
