Undergraduate programmes,,,,,,,,,
MPA in Public Policy and Management,See Double Degrees Section,,,,,,,,
Q,Full time,,,,,,,,
,Home/ EU,Overseas,,,,,,,
MSc in Quantitative Economic History,"£13,536","£20,904",,,,,,,
MSc in Quantitative Methods for Risk Management,"£26,976","£27,504",,,,,,,
R,Full time,,,,,,,,
,Home/ EU,Overseas,,,,,,,
MSc in Real Estate Economics and Finance,"£22,440","£22,440",,,,,,,
MSc in Regional and Urban Planning Studies,"£13,536","£20,904",,,,,,,
MSc in Regulation (Both streams),"£13,536","£20,904",,,,,,,
MSc in Risk and Finance,"£26,976","£27,504",,,,,,,
S,Full time,,,,,,,,
,Home/ EU,Overseas,,,,,,,
MSc in Social and Cultural Psychology,"£13,536","£20,904",,,,,,,
MSc in Social and Public Communication,"£13,536","£20,904",,,,,,,
MSc in Social Anthropology (All streams),"£13,536","£20,904",,,,,,,
MSc in Social Innovation and Entrepreneurship,"£26,976","£27,504",,,,,,,
MSc in Social Policy (Research),"£10,728","£20,904",,,,,,,
MSc in Social Research Methods,"£13,536","£20,904",,,,,,,
MSc in Sociology (All streams),"£13,536","£20,904",,,,,,,
MSc in Statistics (including the Research stream and the Social Statistics streams),"£13,536","£20,904",,,,,,,
MSc in Statistics (Financial Statistics)(Both streams),"£26,976","£27,504",,,,,,,
MSc in Strategic Communications,"£20,904","£20,904",,,,,,,
T,Full time,,,,,,,,
,Home/ EU,Overseas,,,,,,,
MSc in Theory and History of International Relations,"£13,536","£20,904",,,,,,,
U,Full time,,,,,,,,
,Home/ EU,Overseas,,,,,,,
MSc in Urbanisation and Development,"£13,536 £20,904",,,,,,,,
MSc in Urban Policy,See Double Degrees Section,,,,,,,,
W,Full time,,,,,,,,
,Home/ EU,Overseas,,,,,,,
"MSc in Women, Peace and Security","£13,536 £20,904",,,,,,,,
,2018/19,,,,,,,,
