Undergraduate programmes,,,,
MSc in Political Sociology,"£14,088","£21,744","£7,044","£10,872"
MSc in Political Theory,"£14,088","£21,744","£7,044","£10,872"
MSc in Politics and Communication,"£21,744","£21,744","£10,872","£10,872"
MSc in Psychology of Economic Life,"£16,008","£21,744","£8,004","£10,872"
LSE-PKU Double Degree in Public Administration and Government,See Double Degrees Section,,N/A,N/A
MPA (Master of Public Administration),See MPA Section,,N/A,N/A
MSc in Public Policy and Administration (Both streams),"£21,744","£21,744","£10,872","£10,872"
MPP (Master of Public Policy),"£32,500","£32,500",N/A,N/A
Q,Full time,,Part time,
,Home/ EU,Overseas,Home/ EU,Overseas
MSc in Quantitative Economic History,"£14,088","£21,744","£7,044","£10,872"
MSc in Quantitative Methods for Risk Management,"£28,056","£28,608","£14,028","£14,304"
R,Full time,,Part time,
,Home/ EU,Overseas,Home/ EU,Overseas
MSc in Real Estate Economics and Finance,"£23,328","£23,328","£11,664","£11,664"
MSc in Regional and Urban Planning Studies,"£14,088","£21,744","£7,044","£10,872"
MSc in Regulation (Both streams),"£14,088","£21,744","£7,044","£10,872"
MSc in Risk and Finance,"£28,056","£28,608",N/A,N/A
S,Full time,,Part time,
,Home/ EU,Overseas,Home/ EU,Overseas
MSc in Social and Cultural Psychology,"£14,088","£21,744","£7,044","£10,872"
MSc in Social and Public Communication,"£14,088","£21,744","£7,044","£10,872"
MSc in Social Anthropology (All streams),"£14,088","£21,744","£7,044","£10,872"
MSc in Social Innovation and Entrepreneurship,"£29,566","£30,108","£14,783","£15,054"
MSc in Social Research Methods,"£14,088","£21,744","£7,044","£10,872"
MSc in Sociology,"£14,088","£21,744","£7,044","£10,872"
MSc in Statistics (including the Research stream and the Social Statistics streams),"£14,088","£21,744","£7,044","£10,872"
MSc in Statistics (Financial Statistics)(Both streams),"£28,056","£28,608","£14,028","£14,304"
MSc in Strategic Communications,"£21,744","£21,744","£10,872","£10,872"
T,Full time,,Part time,
,Home/ EU,Overseas,Home/ EU,Overseas
MSc in Theory and History of International Relations,"£14,088","£21,744","£7,044","£10,872"
U,Full time,,Part time,
,Home/ EU,Overseas,Home/ EU,Overseas
MSc in Urbanisation and Development,"£14,088","£21,744","£7,044","£10,872"
MSc in Urban Policy,See Double Degrees Section,,N/A,N/A
W,Full time,,Part time,
,Home/ EU,Overseas,Home/ EU,Overseas
"MSc in Women, Peace and Security","£14,088","£21,744","£7,044","£10,872"
Double Degrees For Starters in 2019/20,,,,
,2019/20,,2020/21,
Year One (2019/20) at LSE,Home/EU,Overseas,Home/EU,Overseas
MSc in Global Media and Communications,"£21,744","£21,744",Partner Fee,
MSc in The Global Political Economy of China and Europe (with Fudan),"£21,744","£21,744",Partner Fee,
LSE-Fudan Double Masters in Financial Statistics and Chinese Economy,"£28,056","£28,608",Partner Fee,
Year Two (2020/21) at LSE (provisional fees),,,,
LSE-Bocconi Double Degree in European and International Public Policy and Politics,Partner Fee,,"£22,608","£22,608"
"LSE-Sciences Po Double Degree in European Studies
(MSc in European and International Public Policy or
MSc in Culture and Conflict in a Global Europe or
MSc in Political Economy of Europe)",Partner Fee,,"£22,608","£22,608"
LSE-PKU Double Degree in International Affairs,Partner Fee,,"£22,608","£22,608"
LSE-Columbia Double Degree in International and World History,Partner Fee,,"£22,608","£22,608"
"Sciences Po-LSE Double Degree in Affaires Internationales and International Relations / International Political Economy
(MSc in International Political Economy or
MSc in International Relations)",Partner Fee,,"£24,264","£24,264"
LSE-PKU Double Degree in Public Administration and Government (MSc in Public Policy and Administration),Partner Fee,,"£22,608","£22,608"
MSc in Urban Policy (MSc in Local Economic Development or MSc in Regional and Urban Planning Studies),Partner Fee,,"£14,640","£22,608"
,,,,
MA in Global Studies: A European Perspective,"£14,088","£21,744","£14,640","£22,608"
Two Year Programmes For Starters in 2019/20,,,,
,2019/20,,2020/21,
,Home/EU,Overseas,Home/EU,Overseas
Global MSc in Management,"£29,056","£29,608","£29,184","£29,760"
MSc in Economics,"£21,744","£21,744","£29,184","£29,760"
Master of Public Administration (MPA) - including all specialisms,,,,
,2019/20,,2020/21,
,Home/EU,Overseas,Home/EU,Overseas
Two years (2019/20 and 2020/21) at LSE,"£25,368",,"£25,368",
Year 1 (2019/20) at LSE; Year 2 (2020/21) at partner institution,"£25,368",,Partner Fee,
Year 1 (2019/20) at partner institution; Year 2 (2020/21) at LSE,Partner Fee,,"£25,368",
Executive Masters,,,,
,2019/20,,2020/21,
,Home/EU,Overseas,Home/EU,Overseas
Executive MSc in Behavioural Science,"£32,760","£32,760",N/A,N/A
Executive Master's in Cities,"£33,609","£33,609",N/A,N/A
Executive MSc in Evaluation of Health Care Interventions and Outcomes in collaboration with NICE4,"£13,500","£13,500","£13,500","£13,500"
MSc in Finance (Part Time),"£17,784","£17,784","£17,784","£17,784"
Executive Global MSc Management,"£30,383","£30,383","£30,383","£30,383"
"Executive MSc in Health Economics, Outcomes and Management in Cardiovascular Sciences","£13,625","£13,625","£13,625","£13,625"
"Executive MSc in Health Economics, Policy and Management","£10,499","£10,499","£10,499","£10,499"
LSE-Chicago Double Executive Master's in Health Policy5,"$84,000","$84,000",N/A,N/A
Executive MSc in International Strategy and Diplomacy,"£29,200","£29,200",N/A,N/A
Executive Master's in Law6,"£3,500 per module",,"£3,500 per module",
Executive MPA,"£15,653","£15,653","£15,653","£15,653"
Executive MSc in Social Business and Entrepreneurship,"£32,000","£32,000",N/A,N/A
MPhil/ MRes/ PhD programmes,,,,
,Full time,,Part time,
,Home/ EU7,Overseas,Home/ EU,Overseas
Old MPhil/PhD Structure - this fee structure applies to students starting prior to 2013/14,,,,
MPhil/ PhD (second year),"£4,327","£18,624","£2,163","£9,312"
MPhil/ PhD (third year),"£3,245","£13,968","£1,623","£6,984"
MPhil/ PhD (continuation fee),£744,£744,£744,£744
New MPhil/PhD structure - this fee structure applies to students starting from 2013/14 onwards,,,,
MPhil/ PhD (first year),"£4,327","£18,624","£2,163","£9,312"
MPhil/ PhD (second year),"£4,327","£18,624","£2,163","£9,312"
MPhil/ PhD (third year),"£4,327","£18,624","£2,163","£9,312"
MPhil/ PhD (fourth year),£0,£0,"£2,163","£9,312"
MPhil/PhD (exceptional registration beyond the fourth year),"£4,327","£18,624","£2,163","£9,312"
MRes/PhD (1 + 4) structure - this fee structure applies to students starting from 2015/16 onwards,,,,
MRes (first year),"£4,327","£18,624","£2,163","£9,312"
PhD (first year),"£4,327","£18,624","£2,163","£9,312"
PhD (second year),"£4,327","£18,624","£2,163","£9,312"
PhD (third year),"£4,327","£18,624","£2,163","£9,312"
PhD (fourth year),£0,£0,"£2,163","£9,312"
PhD (exceptional registration beyond the fourth year),"£4,327","£18,624","£2,163","£9,312"
MRes/PhD (2 + 4) structure - this structure applies to student starting from 2015/16 onwards,,,,
MRes (first year),"£4,327","£18,624","£2,163","£9,312"
MRes (second year),"£4,327","£18,624","£2,163","£9,312"
PhD (first year),"£4,327","£18,624","£2,163","£9,312"
PhD (second year),"£4,327","£18,624","£2,163","£9,312"
PhD (third year),"£4,327","£18,624","£2,163","£9,312"
PhD (fourth year),£0,£0,"£2,163","£9,312"
PhD (exceptional registration beyond the fourth year),"£4,327","£18,624","£2,163","£9,312"
,,,,
,Full time,,Per term,
,Home/ EU,Overseas,Home/ EU,Overseas
Visiting research students,"£11,256","£21,744","£3,752","£7,248"
,,,,Home/EU,,Overseas,
MPhil/PhD – Year 1,,,£ Full research fee payable,,£ Full research fee payable,,
MPhil/PhD – Year 2,,,£ Full research fee payable,,£ Full research fee payable,,
MPhil/PhD – Year 3,,,£ Full research fee payable,,£ Full research fee payable,,
MPhil/PhD – Year 4,,,£0 fee,,£0 fee,,
Registration beyond Year 4,,,£ Full research fee payable,,£ Full research fee payable,,
,,,,Home/EU,,,Overseas,
MRes – Year 1,,,£ Full research fee payable,,,£ Full research fee payable,,
PhD – Year 1,,,£ Full research fee payable,,,£ Full research fee payable,,
PhD – Year 2,,,£ Full research fee payable,,,£ Full research fee payable,,
PhD – Year 3,,,£ Full research fee payable,,,£ Full research fee payable,,
PhD – Year 4,,,£0 fee,,,£0 fee,,
"Registration beyond Year 4
of the PhD",,,£ Full research fee payable,,,£ Full research fee payable,,
,,,,Home/EU,,,Overseas,
MRes – Year 1,,,£ Full research fee payable,,,£ Full research fee payable,,
MRes – Year 2,,,£ Full research fee payable,,,£ Full research fee payable,,
PhD – Year 1,,,£ Full research fee payable,,,£ Full research fee payable,,
PhD – Year 2,,,£ Full research fee payable,,,£ Full research fee payable,,
PhD – Year 3,,,£0 fee,,,£0 fee,,
"Registration beyond Year 3
of the PhD",,,£ Full research fee payable,,,£ Full research fee payable,,
,,,,Home/EU,,,Overseas,
MRes – Year 1,,,£ Full research fee payable,,,£ Full research fee payable,,
MRes – Year 2,,,£ Full research fee payable,,,£ Full research fee payable,,
PhD – Year 1,,,£ Full research fee payable,,,£ Full research fee payable,,
PhD – Year 2,,,£ Full research fee payable,,,£ Full research fee payable,,
PhD – Year 3,,,£ Full research fee payable,,,£ Full research fee payable,,
PhD – Year 4,,,£0 fee,,,£0 fee,,
"Registration beyond Year 4
of the PhD",,,£ Full research fee payable,,,£ Full research fee payable,,
